alt_allele	end_gene	end	start_gene	Segment_Mean	genes	Sample	start	chr	build	Num_Probes	start_exon	end_exon	ref_allele	Segment_Call
		50396000	RP1-18D14.3	0.110675	AGBL4,BEND5,CMPK1,ELAVL4,FOXD2,FOXD2-AS1,FOXE3,PDZK1IP1,RNU4-61P,RNU6-723P,RP1-18D14.3,RP1-18D14.4,RP1-18D14.7,RP11-141A19.1,RP11-141A19.2,RP11-183G22.1,RP11-193P11.1,RP11-193P11.3,RP11-252A4.2,RP11-329A14.1,RP11-329A14.2,RP11-330M19.1,RP11-492I2.1,RP11-511I2.2,RP11-543D5.1,RP11-543D5.2,RP11-567C20.2,RP11-567C20.3,RP11-567C20.4,RP11-567C20.5,RP11-93G23.1,RP11-93G23.2,RP4-666O22.1,RP4-666O22.2,RP4-666O22.3,RP4-683M8.2,RP4-795A5.1,RP5-1024N4.2,RP5-1024N4.4,RP5-1024N4.5,RP5-1024N4.6,RP5-1092E23.1,RP5-926E3.1,SKINT1L,SLC5A9,SPATA6,STIL,TAL1,TRABD2B		47174001	chr1		3024	2-			0
	SLC1A7	53104000		0.243199	BTF3L4,C1orf185,CC2D1B,CDKN2C,CFLP2,COA7,DMRTA2,ECHDC2,EPS15,FAF1,FAM159A,GPX7,KTI12,MIR1273F,MIR1273G,MIR4421,MIR5095,MIR6500,MIR761,NRDC,ORC1,OSBPL9,PODN,PRPF38A,RAB3B,RF00019,RF00568,RN7SL290P,RN7SL62P,RN7SL788P,RNA5SP48,RNF11,RNU2-30P,RNU6-1026P,RNU6-1281P,RNU6-877P,RNU6-969P,RP11-155O18.3,RP11-155O18.6,RP11-159C21.3,RP11-159C21.4,RP11-183G22.2,RP11-183G22.3,RP11-191G24.1,RP11-191G24.2,RP11-220M1.1,RP11-220M1.2,RP11-253A20.1,RP11-25O10.1,RP11-25O10.2,RP11-275F13.1,RP11-275F13.3,RP11-296A18.3,RP11-296A18.5,RP11-296A18.6,RP11-334A14.2,RP11-334A14.3,RP11-334A14.5,RP11-334A14.6,RP11-470H9.1,RP11-91A18.1,RP11-91A18.4,RP11-91A18.5,RP4-631H13.2,RP4-631H13.4,RP4-631H13.5,RP4-631H13.6,RP4-657D16.3,RP4-657D16.4,RP4-657D16.5,RP4-657D16.6,RP4-800M22.1,RP4-800M22.2,RP4-800M22.3,RP4-800M22.4,RP4-814E15.1,RP4-814E15.2,RP5-850O15.3,RP5-850O15.4,SCP2,SLC1A7,TTC39A,TXNDC12,ZCCHC11,ZFYVE9,ZYG11A,ZYG11B		50396001	chr1		2463		4+		+
	AK5	77488000	SLC1A7	0.123924	ACADM,ACOT11,AK4,AK5,AL138935.1,AL353898.2,ALG6,ANGPTL3,ANKRD13C,ASB17,ATG4C,BSND,C1orf123,C1orf141,C1orf168,C1orf87,C8A,C8B,CACHD1,CDCP2,CFLP3,CPT2,CRYZ,CTH,CYB5RL,CYP2J2,DAB1,DEPDC1,DHCR24,DIO1,DIRAS3,DLEU2L,DMRTB1,DNAJC6,DOCK7,EFCAB7,ERICH3,FAM151A,FGGY,FOXD3,FPGT,FPGT-TNNI3K,GADD45A,GLIS1,GNG12,GOT2L1,HBXIPL,HHLA3,HNRNPA1P6,HOOK1,HSPB11,IL12RB2,IL23R,INSL5,ITGB3BP,JAK1,JUN,KANK4,L1TD1,LDLRAD1,LEPR,LEPROT,LEXM,LHX8,LINC00466,LRP8,LRRC40,LRRC42,LRRC53,LRRC7,LRRIQ3,MAGOH,MIER1,MIR101-1,MIR1262,MIR186,MIR3116-1,MIR3116-2,MIR3117,MIR3671,MIR4422,MIR4711,MIR4781,MIR4794,MIR6068,MIR7156,MROH7,MROH7-TTC4,MRPL37,MSH4,MYSM1,NDC1,NEGR1,NFIA,OMA1,PARS2,PATJ,PCSK9,PDE4B,PGM1,PIGK,PIN1L,PLPP3,PRKAA2,PTGER3,RABGGTB,RAVER2,RF00017,RF00019,RF00322,RF00418,RF02105,RF02106,RF02107,RF02108,RF02109,RF02110,RN7SKP19,RN7SKP291,RN7SL130P,RN7SL180P,RN7SL242P,RN7SL392P,RN7SL475P,RN7SL488P,RN7SL538P,RN7SL713P,RN7SL854P,RNA5SP49,RNA5SP50,RNU2-15P,RNU4-88P,RNU4ATAC4P,RNU4ATAC8P,RNU6-1031P,RNU6-1176P,RNU6-1177P,RNU6-1246P,RNU6-161P,RNU6-371P,RNU6-387P,RNU6-414P,RNU6-503P,RNU6-586P,RNU6-622P,RNU6-809P,RNU6-830P,RNU7-123P,RNU7-62P,RNU7-80P,RNU7-8P,RNU7-95P,ROR1,RP1-158P9.1,RP1-158P9.2,RP1-158P9.3,RP1-167A19.5,RP11-101C11.1,RP11-108P2.1,RP11-109I2.3,RP11-115M14.1,RP11-117D22.1,RP11-117D22.2,RP11-12C17.2,RP11-12C17.3,RP11-131O15.2,RP11-145M4.1,RP11-145M4.2,RP11-175G14.1,RP11-175G14.2,RP11-17E13.2,RP11-180O5.2,RP11-181B18.1,RP11-182I10.1,RP11-182I10.2,RP11-182I10.3,RP11-182I10.4,RP11-213P13.1,RP11-230B22.1,RP11-240D10.4,RP11-243M12.1,RP11-24J23.2,RP11-24J23.3,RP11-25L19.1,RP11-262K1.1,RP11-292O17.1,RP11-293K19.1,RP11-316C12.2,RP11-334A14.8,RP11-335E14.1,RP11-335E6.2,RP11-335E6.3,RP11-342H21.2,RP11-363H12.1,RP11-375A5.1,RP11-377K22.2,RP11-377K22.3,RP11-378I13.1,RP11-379C1.1,RP11-393I23.2,RP11-393I23.3,RP11-393I23.4,RP11-393N21.1,RP11-393N21.2,RP11-397C12.1,RP11-414C16.1,RP11-415A20.1,RP11-424D14.1,RP11-428K13.1,RP11-42O15.2,RP11-42O15.3,RP11-430G17.1,RP11-430G17.3,RP11-430G17.4,RP11-430H12.2,RP11-433N2.1,RP11-436K8.1,RP11-438I12.1,RP11-439H8.4,RP11-446E24.3,RP11-446E24.4,RP11-467C18.1,RP11-470E16.1,RP11-510C10.2,RP11-510C10.3,RP11-510C10.4,RP11-518D3.1,RP11-518D3.3,RP11-518D3.4,RP11-520E6.1,RP11-520E6.2,RP11-550H2.1,RP11-550H2.2,RP11-575B7.2,RP11-575B7.3,RP11-5P4.1,RP11-5P4.2,RP11-5P4.3,RP11-63G10.2,RP11-63G10.3,RP11-63G10.4,RP11-67L3.2,RP11-67L3.4,RP11-67L3.5,RP11-74K19.1,RP11-776H12.1,RP11-82L20.1,RP11-87O11.1,RP11-90C4.1,RP11-90C4.2,RP11-90C4.3,RP11-90C4.4,RP11-93N20.1,RP11-99H8.1,RP3-333A15.1,RP3-333A15.2,RP3-380B4.1,RP4-535B20.1,RP4-535B20.2,RP4-535B20.3,RP4-535B20.4,RP4-547N15.3,RP4-564M11.2,RP4-592A1.2,RP4-592A1.4,RP4-595K12.1,RP4-595K12.2,RP4-597J3.1,RP4-598G3.1,RP4-598P13.1,RP4-609E1.2,RP4-609E1.3,RP4-612J11.1,RP4-629B2.1,RP4-630A11.3,RP4-633H17.2,RP4-650F12.2,RP4-654H19.2,RP4-660H19.1,RP4-668G5.1,RP4-677H15.4,RP4-682C21.2,RP4-682C21.5,RP4-694A7.2,RP4-694A7.3,RP4-694A7.4,RP4-700A9.1,RP4-705F19.1,RP4-706A16.3,RP4-710M16.1,RP4-710M16.2,RP4-737A23.2,RP4-740O15.1,RP4-758J24.4,RP4-758J24.6,RP4-771M4.2,RP4-771M4.3,RP4-782L23.2,RP4-784A16.1,RP4-784A16.2,RP4-784A16.3,RP4-784A16.4,RP4-784A16.5,RP4-788P17.1,RP4-792G4.2,RP4-792G4.3,RP4-794H19.1,RP4-794H19.2,RP4-794H19.3,RP4-794H19.4,RP4-796B4.1,RP4-802A10.1,RP5-1017O19.1,RP5-1024G6.2,RP5-1024G6.5,RP5-1024G6.7,RP5-1024G6.9,RP5-1033K19.1,RP5-1033K19.2,RP5-1044H5.1,RP5-1044H5.2,RP5-1102E8.2,RP5-1102E8.3,RP5-1103B4.3,RP5-1155K23.1,RP5-1155K23.2,RP5-1155K23.4,RP5-817C23.1,RP5-833A20.1,RP5-849H19.2,RP5-849H19.3,RP5-866L20.1,RP5-866L20.2,RP5-866L20.3,RP5-952N6.1,RP5-997D24.3,RP6-102O10.1,RPE65,SERBP1,SGIP1,SLC1A7,SLC35D1,SLC44A5,SNORD45A,SNORD45B,SNORD45C,SRSF11,SSBP3,SSBP3-AS1,ST6GALNAC3,ST6GALNAC5,TACSTD2,TCEANC2,TCTEX1D1,TM2D1,TMEM59,TMEM61,TNNI3K,TTC22,TTC4,TYW3,UBE2U,USP1,USP24,WDR78,WLS,YIPF1,ZRANB2		53104001	chr1		23092	3-	9-		0
		77944000	AK5	0.267908	AK5,MIGA1,NEXN,NEXN-AS1,RN7SL370P,RNA5SP20,RNA5SP21,RP11-181C21.4,RP11-181C21.5,RP11-181C21.6,RP4-706L14.2,USP33,ZZZ3		77488001	chr1		430	10+			+
	RP4-601K24.1	83133000		0.092321	ADGRL2,ADGRL4,ADH5P2,DNAJB4,FUBP1,GIPC2,IFI44,IFI44L,PTGFR,RN7SKP247,RNA5SP22,RNA5SP23,RNU6-1102P,RP11-100D1.1,RP11-115A15.2,RP11-115A15.3,RP11-115A15.4,RP11-147G16.1,RP11-159J16.1,RP11-170N11.1,RP11-183M13.1,RP11-2B19.1,RP11-320E2.1,RP11-339A11.1,RP11-339A11.2,RP11-339A11.3,RP11-339D23.1,RP11-386I14.2,RP11-386I14.3,RP11-386I14.4,RP11-432D22.1,RP11-466L22.1,RP11-472F19.1,RP11-472F19.2,RP11-548C21.1,RP3-445O10.1,RP4-601K24.1,RP4-641G12.3,RP4-641G12.4,RP4-726F1.1,RP4-726F1.2,RP4-726F1.3,RP5-831K15.1,RP5-837I24.1,RP5-837I24.2,RP5-837I24.3,RP5-837I24.4,RP5-837I24.5,RP5-837I24.6,RP5-887A10.1,RP5-933B4.1		77944001	chr1		4982		8-		0
		83490000	RP4-601K24.1	-0.374399	RP11-413G15.1,RP4-601K24.1		83133001	chr1		165	9+			-
	VAV3	107790000		0.123598	ABCA4,ABCD3,AGL,ALG14,AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,AMYP1,ARHGAP29,BARHL2,BCAR3,BCL10,BRDT,BTBD8,C1orf146,C1orf180,C1orf52,CCBL2,CCDC18,CDC14A,CDC7,CLCA1,CLCA2,CLCA3P,CLCA4,CNN3,COL11A1,COL24A1,CTA-21C21.1,CTBS,CYR61,DBT,DDAH1,DNASE2B,DNTTIP2,DPH5,DPYD,DR1,EEF1AL9,EPHX4,EVI5,EXTL2,F3,FAM69A,FNBP1L,FRRS1,GBP1,GBP2,GBP3,GBP4,GBP5,GBP6,GBP7,GCLM,GFI1,GLMN,GNG5,GPR88,GTF2B,HFM1,HS2ST1,LMO4,LPAR3,LRRC39,LRRC8B,LRRC8C,LRRC8D,MCOLN2,MCOLN3,MFSD14A,MIR137,MIR137HG,MIR2682,MIR378G,MIR4423,MIR553,MIR760,MIR7856,MTF2,NTNG1,ODF2L,OLFM3,PALMD,PKN2,PLPPR4,PLPPR5,PRKACB,PRMT6,PTBP2,RBMXL1,RF00019,RF00136,RF00410,RF00424,RF00432,RF02271,RN7SKP123,RN7SKP270,RN7SKP272,RN7SKP285,RN7SL440P,RN7SL583P,RN7SL653P,RN7SL692P,RN7SL824P,RN7SL831P,RNA5SP51,RNA5SP52,RNA5SP53,RNPC3,RNU1-130P,RNU4-59P,RNU4-75P,RNU6-125P,RNU6-1318P,RNU6-210P,RNU6-352P,RNU6-695P,RNU6-750P,RNU6-965P,RNU6-970P,RP11-110F24.1,RP11-118B23.6,RP11-118B23.7,RP11-122C9.1,RP11-123D12.1,RP11-131L23.1,RP11-131L23.2,RP11-145D11.1,RP11-145D11.2,RP11-147C23.1,RP11-148B18.1,RP11-148B18.2,RP11-148B18.4,RP11-14O19.1,RP11-14O19.2,RP11-153F1.1,RP11-153F1.2,RP11-157N3.1,RP11-163M2.1,RP11-202K23.1,RP11-233E12.1,RP11-233E12.2,RP11-233E12.4,RP11-234N17.1,RP11-24P14.1,RP11-251P6.1,RP11-270C12.3,RP11-272L13.1,RP11-272L13.2,RP11-272L13.4,RP11-275B14.1,RP11-277G24.1,RP11-286B14.1,RP11-286B14.2,RP11-290M5.2,RP11-290M5.4,RP11-296E3.2,RP11-302M6.3,RP11-302M6.4,RP11-302M6.5,RP11-305E17.4,RP11-305E17.5,RP11-305E17.6,RP11-305E17.7,RP11-313A24.1,RP11-330C7.1,RP11-330C7.2,RP11-330C7.3,RP11-330C7.4,RP11-33E12.2,RP11-34I24.1,RP11-359C24.1,RP11-364B6.2,RP11-364B6.3,RP11-366L18.1,RP11-376N17.4,RP11-384B12.2,RP11-384B12.3,RP11-386I23.1,RP11-411H5.1,RP11-413E1.2,RP11-413E1.4,RP11-413P11.1,RP11-414B7.1,RP11-421L21.2,RP11-421L21.3,RP11-444C12.1,RP11-475O6.1,RP11-478L17.1,RP11-47K11.2,RP11-484D4.3,RP11-486G15.1,RP11-486G15.2,RP11-488P3.1,RP11-490G2.2,RP11-526F14.1,RP11-539G11.2,RP11-556K13.1,RP11-57H12.2,RP11-57H12.3,RP11-57H12.5,RP11-60A14.1,RP11-76N22.1,RP11-76N22.2,RP11-76N22.3,RP11-78O9.1,RP11-82H13.2,RP11-82K18.2,RP11-82O2.1,RP11-82O2.2,RP11-84O12.2,RP11-84O12.3,RP11-84O12.4,RP11-86H7.1,RP11-86H7.3,RP11-86H7.6,RP11-90H3.1,RP11-90H3.2,RP11-91I11.1,RP11-97C18.1,RP4-544H6.2,RP4-549L20.2,RP4-549L20.3,RP4-552O12.1,RP4-552O12.2,RP4-552O12.3,RP4-561L24.3,RP4-575N6.2,RP4-575N6.3,RP4-575N6.4,RP4-575N6.5,RP4-581O6.1,RP4-586O15.1,RP4-593M8.1,RP4-604K5.3,RP4-604P14.2,RP4-612B15.2,RP4-612B15.3,RP4-612C19.1,RP4-612C19.2,RP4-617C6.1,RP4-620F22.2,RP4-620F22.3,RP4-621B10.2,RP4-621B10.5,RP4-621B10.6,RP4-621B10.8,RP4-621F18.2,RP4-639F20.1,RP4-644F6.2,RP4-644F6.3,RP4-651E10.3,RP4-651E10.4,RP4-665J23.1,RP4-665J23.2,RP4-665J23.3,RP4-665J23.4,RP4-672J20.1,RP4-682E18.1,RP4-684L20.2,RP4-713B5.2,RP4-714D9.2,RP4-714D9.4,RP4-714D9.5,RP4-717I23.2,RP4-717I23.3,RP4-735N21.1,RP4-736I12.1,RP4-736I12.2,RP4-775D17.1,RP5-1007M22.2,RP5-1033H2.1,RP5-1033H22.2,RP5-1043L3.1,RP5-1052I5.1,RP5-1052I5.2,RP5-1070A16.1,RP5-1108M17.2,RP5-1108M17.5,RP5-827O9.1,RP5-836J3.1,RP5-837M10.1,RP5-837M10.2,RP5-837M10.3,RP5-837M10.4,RP5-837O21.1,RP5-837O21.2,RP5-837O21.3,RP5-837O21.4,RP5-837O21.5,RP5-837O21.6,RP5-837O21.7,RP5-837O21.8,RP5-837O21.9,RP5-838N20.5,RP5-838N20.6,RP5-865M20.1,RP5-871P9.1,RP5-884G6.2,RP5-896L10.1,RP5-898J17.1,RP5-905H16.2,RP5-908D6.1,RP5-908D6.3,RP5-924G13.2,RP5-936J12.1,RP5-943J3.1,RP5-943J3.2,RP5-947P14.1,RP5-947P14.2,RP5-977L11.2,RPAP2,RPF1,RPL5,RTCA,RWDD3,S1PR1,SAMD13,SASS6,SEP15,SETSIP,SH3GLB1,SLC30A7,SLC35A3,SLC44A3,SNORA66,SNORD21,SNORD3G,SNX7,SPATA1,SSX2IP,SYDE2,TGFBR3,TMED5,TMEM56,TMEM56-RWDD3,TRMT13,TTLL7,UOX,VAV3,VCAM1,WDR63,ZNF326,ZNF644,ZNHIT6		83490001	chr1		23005		2+		0
	GNAI3	109590000	VAV3	0.189986	AKNAD1,AMIGO1,ATXN7L2,C1orf194,CELSR2,CLCC1,CYB561D1,FAM102B,FNDC7,GNAI3,GPR61,GPSM2,HENMT1,KIAA1324,MIR7852,MYBPHL,NBPF4,NBPF5P,NBPF6,PRPF38B,PSMA5,PSRC1,RP11-131J3.1,RP11-20O24.1,RP11-20O24.2,RP11-20O24.4,RP11-242D10.2,RP11-293A10.3,RP11-356N1.1,RP11-356N1.2,RP11-475E11.2,RP11-475E11.5,RP11-475E11.9,RP11-483I13.2,RP11-483I13.3,RP11-483I13.5,RP11-483I13.6,RP5-1065J22.2,RP5-1065J22.4,RP5-1065J22.8,RP5-1160K1.8,RP5-964H19.1,RP5-964H19.2,RP5-964H19.4,SARS,SCARNA2,SLC25A24,SORT1,STXBP3,SYPL2,TAF13,TMEM167B,VAV3,WDR47		107790001	chr1		1487	1-	6-		+
		112370000	GNAI3	0.080894	AC000032.2,ADORA3,AHCYL1,ALX3,AMPD2,ATP5F1,C1orf162,CD53,CEPT1,CHI3L2,CHIA,CSF1,CYMP,DDX20,DENND2D,DRAM2,EPS8L3,FAM212B,GNAI3,GNAT2,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,KCNA10,KCNA2,KCNA3,KCNC4,KCND3,LAMTOR5,LRIF1,MIR197,OR11I1P,OVGP1,PIFO,PROK1,RAP1A,RBM15,RF00019,RF00402,RNA5SP54,RNU6-151P,RNU6-792P,RNU6V,RP11-165H20.1,RP11-165H20.4,RP11-195M16.1,RP11-195M16.3,RP11-225L12.2,RP11-284N8.3,RP11-470L19.2,RP11-470L19.5,RP11-470L19.6,RP11-470L19.7,RP11-498A13.1,RP11-552M11.2,RP11-552M11.4,RP11-552M11.8,RP11-88H9.2,RP11-96K19.2,RP11-96K19.3,RP11-96K19.4,RP11-96K19.5,RP11-99M15.1,RP4-735C1.4,RP4-735C1.5,RP4-735C1.6,RP4-773A18.10,RP4-773A18.2,RP4-773A18.4,RP4-773A18.8,RP4-773N10.4,RP4-773N10.6,RP5-1003J2.3,RP5-1003J2.4,RP5-1028L10.1,RP5-1028L10.2,RP5-1074L1.1,RP5-1074L1.4,RP5-1086I18.1,RP5-1125M8.2,RP5-1125M8.3,RP5-1125M8.5,RP5-1125M8.6,RP5-1125M8.7,RP5-1160K1.1,RP5-1160K1.3,RP5-1160K1.6,RP5-1180E21.4,RP5-1180E21.5,RP5-836N10.1,RP5-965F6.1,RP5-965F6.2,SLC16A4,SLC6A17,STRIP1,TMIGD3,UBL4B,WDR77		109591001	chr1		2611	7+			0
	HIPK1	113954000		0.222799	AKR7A2P1,AP4B1,BCL2L15,CAPZA1,CTTNBP2NL,DCLRE1B,FAM19A3,HIPK1,LRIG2,MAGI3,MIR4256,MOV10,PHTF1,PPM1J,PTPN22,RF01210,RHOC,RNU7-70P,RP11-31F15.1,RP11-31F15.2,RP11-389O22.3,RP11-389O22.4,RP11-389O22.5,RP11-426L16.10,RP11-426L16.3,RP11-426L16.7,RP11-426L16.8,RP11-426L16.9,RP11-473L1.1,RP11-512F24.1,RP11-72M14.1,RP3-522D1.1,RP3-522D1.2,RP4-671G15.2,RP4-730K3.3,RP5-1073O3.2,RP5-1073O3.5,RP5-1073O3.7,RSBN1,SLC16A1,ST7L,WNT2B		112370001	chr1		1409		2-		+
		123102000	HIPK1	0.114256	ADAM30,AL157902.3,AL365331.2,AL390877.1,AMPD1,ATP1A1,ATP1A1OS,BCAS2,C1orf137,CASQ2,CD101,CD2,CD58,CH17-118O6.2,CH17-118O6.3,CH17-118O6.4,CH17-118O6.6,CH17-118O6.7,CH17-219N22.1,CH17-437K3.1,CH17-449C21.2,CH17-472G23.1,CH17-472G23.2,CH17-472G23.4,CSDE1,DENND2C,EMBP1,FAM46C,FAM72B,FCGR1B,GDAP2,HAO2,HIPK1,HIST2H2BA,HMGCS2,HSD3B1,HSD3B2,IGSF3,MAB21L3,MAN1A2,MIR320B1,MIR548AC,MIR942,NBPF26,NBPF8P,NEFHL,NGF,NHLH2,NOTCH2,NR1H5P,NRAS,OLFML3,PHGDH,PPIAL4A,PTGFRN,REG4,RF00003,RF00004,RF00012,RF00017,RF00019,RF00100,RF00406,RF00561,RN7SL420P,RN7SL432P,RNA5SP55,RNA5SP56,RNU1-75P,RNU6-465P,RNU6-817P,RNVU1-19,RNVU1-4,RNY1P13,RP11-114O18.1,RP11-12L8.1,RP11-12L8.2,RP11-134N8.2,RP11-159M11.2,RP11-188D8.1,RP11-229A19.3,RP11-27K13.3,RP11-343L14.1,RP11-343L14.2,RP11-343N15.1,RP11-343N15.2,RP11-344P13.1,RP11-344P13.3,RP11-344P13.4,RP11-344P13.6,RP11-39H13.1,RP11-418J17.1,RP11-418J17.2,RP11-418J17.3,RP11-439A17.10,RP11-439A17.2,RP11-439A17.4,RP11-439A17.5,RP11-439A17.9,RP11-485H8.2,RP11-710N8.1,RP11-710N8.2,RP11-710N8.3,RP11-94F13.1,RP4-543J13.1,RP4-543J13.2,RP4-590F24.1,RP4-590F24.2,RP4-591B8.2,RP4-591B8.3,RP4-599G15.1,RP4-599G15.2,RP4-599G15.4,RP4-599G15.5,RP4-599G15.7,RP4-610L12.1,RP4-610L12.2,RP4-630J13.1,RP4-655J12.4,RP4-655J12.5,RP4-655N15.3,RP4-663N10.1,RP4-663N10.2,RP4-663N10.3,RP4-666F24.3,RP4-675C20.2,RP4-675C20.4,RP4-686J16.2,RP4-712E4.1,RP4-712E4.2,RP4-712E4.4,RP4-753F5.1,RP5-1042I8.2,RP5-1042I8.3,RP5-1042I8.6,RP5-1042I8.7,RP5-1086K13.1,RP5-1086K13.3,RP5-1185H19.2,RP5-834N19.1,RP5-834N19.2,RP5-871G17.3,RP5-871G17.4,RP5-871G17.5,RP5-871G17.6,RP5-920G3.1,RP5-920G3.2,RP5-920G3.3,SEC22B,SIKE1,SLC22A15,SPAG17,SRGAP2C,SYCP1,SYT6,TBX15,TRIM33,TRIM45,TSHB,TSPAN2,TTF2,VANGL1,VTCN1,WARS2,WDR3,ZNF697		113954001	chr1		6008	3+			0
		124779000		0.852775			123107001	chr1		116				+
		125088000		0.464683			124925001	chr1		127				+
		125139000		-0.398575			125088001	chr1		43				-
		143276000		0.965965			125142001	chr1		103				+
		149919000		0.032995	ABHD17AP1,ACP6,ANKRD34A,ANKRD35,BCL9,BOLA1,CCT8P1,CD160,CH17-112A12.2,CH17-125A10.1,CH17-125A10.2,CH17-159N18.3,CH17-164J11.1,CH17-172B3.1,CH17-172B3.2,CH17-189H20.1,CH17-195C8.1,CH17-195P21.1,CH17-195P21.2,CH17-248H7.2,CH17-248H7.3,CH17-262O2.1,CH17-262O2.2,CH17-270A2.1,CH17-270A2.2,CH17-353B19.1,CH17-373J23.1,CH17-385C13.2,CH17-385C13.3,CH17-408M7.1,CH17-478G19.1,CH17-478G19.2,CH17-78J1.1,CHD1L,FAM72C,FAM72D,FAM91A3P,FCGR1A,FCGR1C,FMO5,GJA5,GJA8,GNRHR2,GPR89A,GPR89B,HFE2,HIST2H2AA3,HIST2H2AA4,HIST2H2AB,HIST2H2AC,HIST2H2BB,HIST2H2BC,HIST2H2BD,HIST2H2BE,HIST2H2BF,HIST2H3A,HIST2H3C,HIST2H3D,HIST2H3PS2,HIST2H4A,HIST2H4B,HYDIN2,IGKV1OR1-1,ITGA10,LINC00624,LINC01138,LIX1L,MIR5087,MIR6077,MIR6736,NBPF10,NBPF11,NBPF12,NBPF13P,NBPF14,NBPF15,NBPF17P,NBPF19,NBPF20,NBPF25P,NBPF9,NOTCH2NL,NUDT17,NUDT4P2,OR13Z1P,OR13Z2P,OR13Z3P,PDE4DIP,PDIA3P1,PDZK1,PDZK1P1,PEX11B,PFN1P12,PFN1P3,PFN1P4,PFN1P6,PFN1P8,PIAS3,POLR3C,POLR3GL,PPIAL4C,PPIAL4D,PPIAL4E,PPIAL4F,PPIAL4G,PRKAB2,RBM8A,RF00003,RF00019,RF00100,RF00619,RN7SKP88,RN7SL261P,RNA5SP529,RNA5SP536,RNA5SP57,RNA5SP59,RNF115,RNU1-114P,RNU1-120P,RNU1-122P,RNU1-129P,RNU1-13P,RNU1-143P,RNU1-151P,RNU1-59P,RNU1-68P,RNU1-92P,RNU2-38P,RNU6-1071P,RNU6-1171P,RNVU1-1,RNVU1-14,RNVU1-15,RNVU1-17,RNVU1-18,RNVU1-2,RNVU1-3,RNVU1-6,RNVU1-7,RP11-14N7.1,RP11-14N7.2,RP11-196G18.1,RP11-196G18.22,RP11-196G18.23,RP11-196G18.24,RP11-196G18.3,RP11-289H16.1,RP11-289I10.2,RP11-289I10.3,RP11-301M17.1,RP11-301M17.2,RP11-314N2.2,RP11-315I20.1,RP11-315I20.3,RP11-325P15.1,RP11-325P15.2,RP11-326G21.1,RP11-337C18.10,RP11-337C18.4,RP11-337C18.8,RP11-353N4.5,RP11-353N4.6,RP11-403I13.10,RP11-403I13.4,RP11-403I13.5,RP11-403I13.7,RP11-403I13.8,RP11-403I13.9,RP11-433J22.2,RP11-433J22.3,RP11-458D21.1,RP11-458D21.5,RP11-495P10.1,RP11-495P10.10,RP11-495P10.3,RP11-495P10.4,RP11-495P10.5,RP11-495P10.6,RP11-495P10.9,RP11-533N14.3,RP11-544O24.2,RP11-640M9.1,RP11-640M9.4,RP11-666A1.4,RP11-666A1.7,RP11-744H18.1,RP11-763B22.11,RP11-763B22.3,RP11-763B22.4,RP11-89F3.2,RP11-94I2.1,RP11-94I2.4,RP3-365I19.2,RP4-565E6.1,RP4-704D21.2,RP4-725K1.1,RP4-791M13.3,RP4-791M13.4,RP4-791M13.5,RP5-998N21.10,RP5-998N21.3,RP5-998N21.4,RP5-998N21.7,RP6-74O6.6,RPL22P5,RPL7AP15,SRGAP2B,SRGAP2D,SV2A,TXNIP,WI2-1896O14.1,XXyac-YX155B6.5,XXyac-YX155B6.7		143502001	chr1		1663				0
	RP1-14N1.2	152192000		0.150592	ADAMTSL4,ADAMTSL4-AS1,AL450992.2,AL450992.6,AL589986.2,AL591893.1,AL591893.3,ANP32E,ANXA9,APH1A,ARNT,BNIPL,C1orf54,C1orf56,C2CD4D,CA14,CDC42SE1,CELF3,CERS2,CGN,CH17-55D9.1,CIART,CTSK,CTSS,ECM1,ENSA,FAM63A,GABPB2,GOLPH3L,HDHD1P2,HORMAD1,KRT8P28,LINC00568,LINGO4,LYSMD1,MCL1,MIR4257,MIR554,MIR6878,MLLT11,MRPL9,MRPS21,MTMR11,OAZ3,OTUD7B,PI4KB,PIP5K1A,PLEKHO1,POGZ,PRPF3,PRUNE,PSMB4,PSMD4,RF00015,RF00019,RF00405,RF00561,RFX5,RIIAD1,RN7SL444P,RN7SL473P,RN7SL480P,RN7SL600P,RNU2-17P,RNU6-1042P,RNU6-1062P,RNU6-1309P,RNU6-662P,RNU6-884P,RNY4P25,RORC,RP1-14N1.2,RP11-126K1.2,RP11-126K1.6,RP11-126K1.8,RP11-126K1.9,RP11-235D19.2,RP11-235D19.3,RP11-235D19.4,RP11-316M1.12,RP11-316M1.3,RP11-363I22.3,RP11-363I22.5,RP11-404E16.1,RP11-458I7.1,RP11-54A4.2,RP11-68I18.10,RP11-68I18.2,RP11-74C1.2,RP11-74C1.4,RP11-98D18.1,RP11-98D18.15,RP11-98D18.16,RP11-98D18.17,RP11-98D18.2,RP11-98D18.3,RP11-98D18.7,RP11-98D18.9,RP4-790G17.7,RPRD2,RPTN,S100A10,S100A11,SCNM1,SELENBP1,SEMA6C,SETDB1,SF3B4,SNX27,TARS2,TCHH,TCHHL1,TDRKH,THEM4,THEM5,TMOD4,TNFAIP8L2,TUFT1,VPS45,VPS72,ZNF687		149919001	chr1		1998		0-		0
